383,1,0
384,3,0
385,3,0
386,2,0
387,3,0
388,2,0
389,2,0
390,1,0
391,2,0
392,2,0
393,1,0
394,3,0
395,3,0
396,3,0
397,3,0
398,3,1
399,1,0
400,3,0
401,2,0
402,2,0
403,3,0
404,3,0
405,1,0
406,2,0
407,2,0
408,3,0
409,3,0
410,2,0
411,2,0
412,2,0
413,7,0
414,2,0
415,4,0
416,2,0
417,3,0
418,2,1
419,2,0
420,3,0
421,2,0
422,3,1
423,2,0
424,3,0
425,2,0
426,2,1
427,2,0
428,3,0
429,2,0
430,3,0
431,2,0
432,3,0
433,4,0
434,3,0
435,3,1
436,3,0
437,3,0
438,2,0
439,4,0
440,2,0
441,3,0
442,3,0
443,3,0
444,3,0
445,3,1
446,3,1
447,3,0
448,2,0
449,3,0
450,3,0
451,2,0
452,3,0
453,3,0
454,3,1
455,3,0
456,4,0
457,1,0
458,3,0
459,2,0
460,3,0
461,3,0
462,3,1
463,3,0
464,3,0
465,3,1
466,3,0
467,4,1
468,3,0
469,3,0
470,3,1
471,2,0
472,2,0
473,3,0
474,8,0
475,3,0
476,3,0
477,3,0
478,3,0
479,3,0
480,3,0
481,3,0
482,2,0
483,3,0
484,3,0
485,3,1
486,3,0
487,3,0
488,3,0
489,2,0
490,3,0
491,3,0
492,3,0
493,3,0
494,3,1
495,4,0
496,9,0
497,3,1
498,3,0
499,3,0
500,2,0
501,3,0
502,3,0
503,3,0
504,4,0
505,3,1
506,3,1
507,3,0
508,3,0
509,4,0
510,3,1
511,4,0
512,3,0
513,4,0
514,4,0
515,4,0
516,4,1
517,4,1
518,4,0
519,5,1
520,4,1
521,3,0
522,4,0
523,4,0
524,4,0
525,4,0
526,4,0
527,4,1
528,5,0
529,4,0
530,3,0
531,3,0
532,4,0
533,5,0
534,3,0
535,4,0
536,3,0
537,3,0
538,4,0
539,3,1
540,3,0
541,4,0
542,3,0
543,3,0
544,4,0
545,4,0
546,4,1
547,4,0
548,3,0
549,3,0
550,3,0
551,4,0
552,5,0
553,4,0
554,3,0
555,4,0
556,3,0
557,3,0
558,4,0
559,5,1
560,5,0
561,4,0
562,4,0
563,4,0
564,3,0
565,3,0
566,3,0
567,4,0
568,4,0
569,5,1
570,5,0
571,4,0
572,4,0
573,4,0
574,3,0
575,4,0
576,3,0
577,4,0
578,4,0
579,4,0
580,5,0
581,3,0
582,4,0
583,3,0
584,4,0
585,4,1
586,4,0
587,5,1
588,4,0
589,5,1
590,4,0
591,4,0
592,5,0
593,4,0
594,10,1
595,4,0
596,4,1
597,4,1
598,4,0
599,4,0
600,4,0
601,4,0
602,4,0
603,5,0
604,4,0
605,6,0
606,4,0
607,4,1
608,4,0
609,5,1
610,3,0
611,4,0
612,11,0
613,3,0
614,4,0
615,4,1
616,5,0
617,4,0
618,4,0
619,4,0
620,5,0
621,4,0
622,4,1
623,5,0
624,4,1
625,4,0
626,6,0
627,4,0
628,4,0
629,11,0
630,3,0
631,4,0
632,4,1
633,5,0
634,4,0
635,4,0
636,5,0
637,4,0
638,4,1
639,4,0
640,5,0
641,4,0
642,4,0
643,5,1
644,4,0
645,6,0
646,11,1
647,4,0
648,4,1
649,4,1
650,5,0
651,4,0
652,4,0
653,4,0
654,4,0
655,4,0
656,5,0
657,4,0
658,4,0
659,4,1
660,4,0
661,4,0
662,4,0
663,5,0
664,5,0
665,7,0
666,3,1
667,4,0
668,4,0
669,5,0
670,4,0
671,4,0
672,4,0
673,4,0
674,4,0
675,4,1
676,4,0
677,5,0
678,4,0
679,4,1
680,5,1
681,5,0
682,4,0
683,5,0
684,5,0
685,4,0
686,5,0
687,5,1
688,4,1
689,4,0
690,5,0
691,5,0
692,5,1
693,4,1
694,12,0
695,5,0
696,6,0
697,5,1
698,5,0
699,7,0
700,4,1
701,4,0
702,5,1
703,5,0
704,4,0
705,6,1
706,6,0
707,4,0
708,4,0
709,4,0
710,5,0
711,5,0
712,6,1
713,5,1
714,5,0
715,4,0
716,5,0
717,6,0
718,4,0
719,4,0
720,4,0
721,5,1
722,5,0
723,4,0
724,5,1
725,5,1
726,6,1
727,4,0
728,4,0
729,6,0
730,4,1
731,6,0
732,6,1
733,5,0
734,5,0
735,6,0
736,5,1
737,4,0
738,5,0
739,12,0
740,5,0
741,7,1
742,6,0
743,4,0
744,6,0
745,4,0
746,4,1
747,6,0
748,4,0
749,5,1
750,5,1
751,4,0
752,5,0
753,5,0
754,5,0
755,5,0
756,5,0
757,6,0
758,5,0
759,5,1
760,5,0
761,6,0
762,4,1
763,5,1
764,5,1
765,7,0
766,5,1
767,6,0
768,5,0
769,5,0
770,5,0
771,7,0
772,4,1
773,5,1
774,4,0
775,7,0
776,5,0
777,5,0
778,6,0
779,4,0
780,6,1
781,4,0
782,6,1
783,6,0
784,5,0
785,6,0
786,4,1
787,5,1
788,8,0
789,5,0
790,6,1
791,6,1
792,5,1
793,6,0
794,5,0
795,4,0
796,5,0
797,6,1
798,4,1
799,6,0
800,6,0
801,6,0
802,6,1
803,6,1
804,5,1
805,5,1
806,6,1
807,7,1
808,4,1
809,5,0
810,6,0
811,6,0
812,5,0
813,5,1
814,6,0
815,6,1
816,6,0
817,5,0
818,5,1
819,6,0
820,7,0
821,7,0
822,4,1
823,6,0
824,6,0
825,6,0
826,7,0
827,6,0
828,6,0
829,4,0
830,4,1
831,6,0
832,5,0
833,6,0
834,6,0
835,6,0
836,6,0
837,5,0
838,5,1
839,5,0
840,5,0
841,4,0
842,7,1
843,6,0
844,6,1
845,6,0
846,6,1
847,13,0
848,7,0
849,6,0
850,6,0
851,6,0
852,6,0
853,6,0
854,6,0
855,6,0
856,6,0
857,6,1
858,7,0
859,6,1
860,6,0
861,6,0
862,5,0
863,5,1
864,6,1
865,5,0
866,5,0
867,6,1
868,6,0
869,6,0
870,6,0
871,6,0
872,13,0
873,5,0
874,5,0
875,5,0
876,6,0
877,7,0
878,7,0
879,6,0
880,6,0
881,5,1
882,6,1
883,8,0
884,6,0
885,6,0
886,5,0
887,7,0
888,6,0
889,7,1
890,6,0
891,5,0
892,7,0
893,6,1
894,7,0
895,5,1
896,7,0
897,6,1
898,7,1
899,7,0
900,8,0
901,7,0
902,5,1
903,7,0
904,6,0
905,5,0
906,6,1
907,7,0
908,6,1
909,6,0
910,8,0
911,5,0
912,6,1
913,8,0
914,6,0
915,6,0
916,7,0
917,6,0
918,7,0
919,7,0
920,12,0
921,7,0
922,5,0
923,6,0
924,5,0
925,7,0
926,7,1
927,7,1
928,7,1
929,7,0
930,7,1
931,6,1
932,7,1
933,6,0
934,7,0
935,5,0
936,7,1
937,6,0
938,7,0
939,6,0
940,6,1
941,6,0
942,7,1
943,12,1
944,7,1
945,7,1
946,6,1
947,7,0
948,7,0
949,7,0
950,5,0
951,7,0
952,7,0
953,6,0
954,7,0
955,7,0
956,7,0
957,7,0
958,8,1
959,7,1
960,6,0
961,7,1
962,7,0
963,6,0
964,7,1
965,7,0
966,8,0
967,6,1
968,6,0
969,5,0
970,5,0
971,6,0
972,5,1
973,6,1
974,5,1
975,5,1
976,6,0
977,6,0
978,6,0
979,6,1
980,7,0
981,6,0
982,6,0
983,6,0
984,7,0
985,6,0
986,5,0
987,5,1
988,6,0
989,6,0
990,6,0
991,6,0
992,7,0
993,5,0
994,4,0
995,6,0
996,6,0
997,6,0
998,6,0
999,6,0
1000,6,0
