2,0,1
3,1,0
4,0,0
5,0,0
6,1,0
7,0,0
8,0,0
9,0,0
10,1,0
11,0,0
12,0,0
13,0,0
14,1,1
15,0,0
16,1,0
17,0,0
18,1,0
19,0,1
20,0,0
21,1,0
22,1,0
23,0,0
24,0,0
25,1,0
26,0,0
27,0,0
28,1,0
29,1,0
30,1,0
31,0,0
32,1,0
33,1,0
34,0,1
35,0,1
36,1,0
37,1,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,1,0
46,0,0
47,1,0
48,2,0
49,1,0
50,0,0
51,0,0
52,1,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,1,0
61,0,0
62,0,0
63,1,0
64,0,0
65,1,0
66,1,0
67,0,0
68,3,0
69,1,0
70,0,0
71,1,0
72,0,0
73,0,0
74,1,0
75,2,0
76,1,0
77,1,1
78,0,0
79,1,0
80,1,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,1,1
87,0,0
88,1,0
89,0,0
90,1,0
91,1,0
92,1,0
93,2,1
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,3,0
101,1,0
102,0,0
103,1,0
104,0,0
105,0,0
106,1,0
107,1,0
108,2,0
109,0,0
110,0,0
111,1,0
112,0,0
113,0,0
114,2,0
115,0,0
116,1,0
117,1,0
118,0,0
119,1,0
120,1,1
121,2,0
122,1,0
123,1,0
124,2,0
125,1,0
126,1,0
127,0,0
128,1,0
129,1,0
130,0,0
131,0,0
132,2,0
133,2,0
134,1,0
135,0,0
136,1,0
137,0,0
138,2,0
139,0,0
140,1,0
141,1,0
142,1,0
143,0,0
144,1,0
145,2,0
146,0,0
147,1,0
148,1,0
149,1,0
150,0,0
151,2,0
152,2,1
153,2,0
154,0,0
155,1,0
156,1,0
157,1,0
158,1,0
159,1,0
160,0,0
161,1,0
162,1,0
163,1,0
164,1,1
165,1,0
166,1,0
167,1,1
168,1,0
169,1,0
170,1,1
171,1,0
172,1,0
173,1,0
174,1,1
175,1,0
176,0,0
177,0,0
178,1,0
179,1,0
180,0,0
181,1,1
182,1,1
183,1,0
184,1,0
185,2,0
186,1,0
187,3,1
188,1,0
189,0,0
190,0,1
191,1,0
192,1,0
193,1,0
194,2,0
195,1,1
196,1,0
197,1,0
198,0,0
199,2,0
200,3,0
201,1,0
202,1,1
203,1,0
204,2,0
205,2,0
206,1,0
207,1,0
208,1,0
209,2,0
210,2,0
211,1,0
212,1,0
213,2,0
214,2,0
215,1,0
216,1,0
217,2,0
218,1,0
219,1,0
220,2,0
221,2,0
222,1,0
223,2,0
224,3,0
225,0,1
226,1,0
227,1,1
228,1,0
229,2,0
230,2,0
231,1,0
232,2,0
233,1,0
234,1,0
235,3,0
236,1,0
237,2,0
238,2,0
239,1,0
240,2,0
241,1,0
242,2,0
243,1,1
244,1,0
245,2,0
246,1,0
247,2,1
248,1,1
249,2,0
250,1,0
251,2,0
252,1,0
253,2,0
254,1,0
255,2,0
256,1,0
257,2,0
258,1,0
259,2,0
260,1,0
261,2,0
262,1,1
263,2,0
264,1,0
265,1,0
266,3,0
267,1,0
268,2,1
269,1,0
270,2,0
271,2,0
272,1,0
273,3,1
274,1,0
275,3,0
276,2,0
277,1,0
278,2,0
279,2,0
280,1,0
281,2,1
282,1,0
283,1,0
284,3,0
285,2,0
286,1,0
287,2,0
288,2,0
289,1,0
290,2,0
291,2,0
292,2,0
293,1,0
294,2,0
295,2,0
296,2,1
297,1,0
298,2,1
299,2,1
300,1,0
301,1,0
302,2,0
303,2,0
304,2,0
305,2,0
306,2,0
307,2,0
308,2,0
309,2,0
310,1,0
311,1,0
312,2,0
313,3,0
314,2,0
315,3,0
316,1,0
317,1,0
318,1,0
319,3,0
320,3,0
321,2,0
322,2,0
323,3,0
324,2,0
325,1,0
326,1,0
327,1,0
328,1,0
329,2,0
330,3,0
331,2,0
332,2,0
333,2,1
334,3,0
335,2,0
336,2,0
337,3,0
338,2,0
339,2,0
340,2,0
341,4,0
342,3,0
343,8,0
344,3,0
345,2,0
346,3,0
347,2,0
348,3,0
349,3,0
350,1,0
351,2,0
352,1,0
353,1,0
354,2,1
355,2,1
356,2,0
357,2,0
358,3,0
359,2,0
360,2,1
361,2,0
362,1,0
363,1,0
364,3,0
365,2,0
366,3,0
367,2,0
368,1,0
369,2,0
370,2,1
371,2,0
372,3,0
373,9,0
374,2,0
375,2,0
376,2,0
377,3,0
378,3,0
379,2,0
380,3,0
381,2,0
382,2,0
